timestamp,date,word_id,username,level,is_correct
2026-02-02 09:13:24,2026-02-02,30,hones,1,1
2026-02-02 09:13:29,2026-02-02,71,hones,2,1
2026-02-02 09:13:35,2026-02-02,45,hones,1,1
2026-02-02 09:13:42,2026-02-02,3,hones,1,1
2026-02-02 09:13:44,2026-02-02,50,hones,2,0
2026-02-02 09:13:55,2026-02-02,50,hones,2,1
2026-02-02 09:14:33,2026-02-02,50,hones,2,1
